,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,confusion_matrix,roc_curve,momentum,hinge_loss,avg_prec_score,max_iter,imb_report_0.3,matthews_corrcoef,accuracy,batch_size,pr_curve,imb_sens_spec_supp,prec_score,power_t,learning_rate_init,f1_score,y,imb_spec,bal_report,tol,fbeta_score,imb_sens_micro,activation,hamming_loss,imb_report_0.1,warm_start,learning_rate,log_loss,hidden_layer_sizes,zero_one_loss,alpha,X,imb_spec_micro,roc_auc_score,imb_sens_spec_supp_micro,imb_sens,solver,cohen_kappa_score,rec_score
323,HOS,35,9,0.7168809918395603,0.54524790195206,0.7105666156202144,0.6228847703464948,0.6652827392819411,0.31701478402096905,0.6531151003167899,464,773,468,189,1241,653,0.8035343035343036,0.4978540772532189,0.6228847703464948,0.7105666156202144,0.7017703132092601,0.5854889589905363,2.1520833599802174,1.8842161751809534,0.2894333843797856,0.7105666156202144,"[[773 468]
 [189 464]]","(array([0.        , 0.37711523, 1.        ]), array([0.        , 0.71056662, 1.        ]), array([2, 1, 0]))",0.9,,0.4535472935047283,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.71      0.70      0.67      0.43      1241
          1       0.50      0.71      0.62      0.59      0.67      0.45       653

avg / total       0.70      0.65      0.68      0.66      0.67      0.44      1894
",0.31701478402096905,0.6531151003167899,auto,,"(array([0.62288477, 0.71056662]), array([0.71056662, 0.62288477]), array([1241,  653]))",0.6531151003167899,0.5,0.001,0.6531151003167899,[0 1 1 ... 1 1 1],[0.71056662 0.62288477],"              precision    recall  f1-score   support

           0       0.80      0.62      0.70      1241
           1       0.50      0.71      0.59       653

    accuracy                           0.65      1894
   macro avg       0.65      0.67      0.64      1894
weighted avg       0.70      0.65      0.66      1894
",0.0001,0.6531151003167899,0.6531151003167899,relu,0.3468848996832101,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.62      0.71      0.70      0.67      0.44      1241
          1       0.50      0.71      0.62      0.59      0.67      0.45       653

avg / total       0.70      0.65      0.68      0.66      0.67      0.44      1894
",False,constant,11.981177562330332,"(5, 5, 5)",0.3468848996832101,0.0001,"[[ 1.35368128 -0.14946114 -0.03166623 -0.38195086  0.00590797  0.78950021]
 [ 1.14994649 -0.47789396 -0.22957728 -0.3920457  -0.46620509  0.70705916]
 [-0.75027225 -0.01905399 -0.13062176 -0.43494879  0.20500367 -0.15170174]
 ...
 [-0.21092992 -0.23639924 -0.02352247 -0.41728281 -0.7802422  -0.53459216]
 [ 3.84171607  0.03610491 -0.29666573 -0.38898301 -0.47326825  0.82173115]
 [-0.34634904 -0.26537861 -0.08527054 -0.14808561  1.40265238  0.93542935]]",0.6531151003167899,0.6667256929833546,"(0.6531151003167899, 0.6531151003167899, None)",[0.62288477 0.71056662],adam,0.3028017736460932,0.6531151003167899
504,HOSbal,0,0,0.681331773016048,0.6254472355485821,0.6447166921898928,0.6385911179173047,0.6416465952574598,0.2833131254881244,0.6416539050535988,421,417,236,232,653,653,0.6425269645608629,0.6407914764079148,0.6385911179173047,0.6447166921898928,0.6405529953917051,0.6427480916030534,1.7974137931034482,1.7838983050847457,0.3552833078101072,0.6447166921898928,"[[417 236]
 [232 421]]","(array([0.        , 0.36140888, 1.        ]), array([0.        , 0.64471669, 1.        ]), array([2, 1, 0]))",0.9,,0.5907706149582421,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.64      0.64      0.64      0.64      0.41       653
          1       0.64      0.64      0.64      0.64      0.64      0.41       653

avg / total       0.64      0.64      0.64      0.64      0.64      0.41      1306
",0.2833131254881244,0.6416539050535988,auto,,"(array([0.63859112, 0.64471669]), array([0.64471669, 0.63859112]), array([653, 653]))",0.6416539050535988,0.5,0.001,0.6416539050535988,[1 0 1 ... 1 1 1],[0.64471669 0.63859112],"              precision    recall  f1-score   support

           0       0.64      0.64      0.64       653
           1       0.64      0.64      0.64       653

    accuracy                           0.64      1306
   macro avg       0.64      0.64      0.64      1306
weighted avg       0.64      0.64      0.64      1306
",0.0001,0.6416539050535988,0.6416539050535988,logistic,0.35834609494640124,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.64      0.64      0.64      0.64      0.41       653
          1       0.64      0.64      0.64      0.64      0.64      0.41       653

avg / total       0.64      0.64      0.64      0.64      0.64      0.41      1306
",False,constant,12.376980136149866,"(1,)",0.35834609494640124,1.0,"[[ 1.16688757 -0.46947411 -0.22634637 -0.38930486 -0.46096336  0.70574579]
 [-0.19403426 -0.32729272 -0.09693921  3.74897066 -0.89461623 -0.19830633]
 [-0.75185397 -0.01923304 -0.12282064 -0.43246479  0.21637059 -0.1635351 ]
 ...
 [ 0.01255221 -0.355729   -0.22865133  3.16485702 -0.06837748  0.91634328]
 [-0.81058541 -0.34052006 -0.28493283 -0.43519968 -0.89752326 -0.27142312]
 [ 1.18957864 -0.05059648 -0.19551674  0.870177    0.60040097  0.02832211]]",0.6416539050535988,0.6416539050535988,"(0.6416539050535988, 0.6416539050535988, None)",[0.63859112 0.64471669],adam,0.2833078101071975,0.6416539050535988
540,HOSbal,0,1,0.6818101869332026,0.6243553994000389,0.664624808575804,0.6186830015313936,0.6412425995377306,0.28360726598842484,0.6416539050535988,434,404,249,219,653,653,0.6484751203852327,0.6354319180087847,0.6186830015313936,0.664624808575804,0.6332288401253917,0.6497005988023953,1.8447488584474885,1.7429718875502007,0.33537519142419603,0.664624808575804,"[[404 249]
 [219 434]]","(array([0.      , 0.381317, 1.      ]), array([0.        , 0.66462481, 1.        ]), array([2, 1, 0]))",0.9,,0.5900114125816425,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.62      0.66      0.63      0.64      0.41       653
          1       0.64      0.66      0.62      0.65      0.64      0.42       653

avg / total       0.64      0.64      0.64      0.64      0.64      0.41      1306
",0.28360726598842484,0.6416539050535988,auto,,"(array([0.618683  , 0.66462481]), array([0.66462481, 0.618683  ]), array([653, 653]))",0.6416539050535988,0.5,0.001,0.6416539050535988,[0 1 0 ... 1 1 1],[0.66462481 0.618683  ],"              precision    recall  f1-score   support

           0       0.65      0.62      0.63       653
           1       0.64      0.66      0.65       653

    accuracy                           0.64      1306
   macro avg       0.64      0.64      0.64      1306
weighted avg       0.64      0.64      0.64      1306
",0.0001,0.6416539050535988,0.6416539050535988,logistic,0.35834609494640124,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.62      0.66      0.63      0.64      0.41       653
          1       0.64      0.66      0.62      0.65      0.64      0.41       653

avg / total       0.64      0.64      0.64      0.64      0.64      0.41      1306
",False,constant,12.376988095389216,"(1,)",0.35834609494640124,1.0,"[[ 1.34633362 -0.13933234 -0.03436498 -0.38869365  0.00554379  0.86428718]
 [ 1.14472226 -0.42305808 -0.22318366 -0.39875205 -0.46991508  0.77462612]
 [-0.18901443 -0.29788496 -0.10517199  3.70004838 -0.90269184 -0.19670198]
 ...
 [ 0.02509688 -0.22124569 -0.14779788 -0.37555734 -0.48376799  0.00661794]
 [-0.54877876 -0.35302129 -0.05362643 -0.19860651  2.24197599  0.38822173]
 [-0.18013243 -0.19207151 -0.18009801 -0.40866418 -0.35142358  0.17227   ]]",0.6416539050535988,0.6416539050535988,"(0.6416539050535988, 0.6416539050535988, None)",[0.618683   0.66462481],adam,0.2833078101071975,0.6416539050535988
612,HOSbal,0,2,0.680822871937506,0.6280223758810671,0.6447166921898928,0.6355283307810107,0.6401060249787509,0.2802568537011307,0.6401225114854517,421,415,238,232,653,653,0.6414219474497682,0.6388467374810318,0.6355283307810107,0.6447166921898928,0.6384615384615384,0.6417682926829268,1.7887931034482758,1.7689075630252098,0.3552833078101072,0.6447166921898928,"[[415 238]
 [232 421]]","(array([0.        , 0.36447167, 1.        ]), array([0.        , 0.64471669, 1.        ]), array([2, 1, 0]))",0.9,,0.5895168093101293,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.64      0.64      0.64      0.64      0.41       653
          1       0.64      0.64      0.64      0.64      0.64      0.41       653

avg / total       0.64      0.64      0.64      0.64      0.64      0.41      1306
",0.2802568537011307,0.6401225114854517,auto,,"(array([0.63552833, 0.64471669]), array([0.64471669, 0.63552833]), array([653, 653]))",0.6401225114854517,0.5,0.001,0.6401225114854517,[0 0 1 ... 1 1 1],[0.64471669 0.63552833],"              precision    recall  f1-score   support

           0       0.64      0.64      0.64       653
           1       0.64      0.64      0.64       653

    accuracy                           0.64      1306
   macro avg       0.64      0.64      0.64      1306
weighted avg       0.64      0.64      0.64      1306
",0.0001,0.6401225114854517,0.6401225114854517,logistic,0.35987748851454826,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.64      0.64      0.64      0.64      0.41       653
          1       0.64      0.64      0.64      0.64      0.64      0.41       653

avg / total       0.64      0.64      0.64      0.64      0.64      0.41      1306
",False,constant,12.429873820671062,"(1,)",0.35987748851454826,1.0,"[[ 1.29630334 -0.15165415 -0.03785765 -0.38476219 -0.01886382  0.76687869]
 [-0.1971043  -0.32575177 -0.10381455  3.65919936 -0.91405646 -0.20146053]
 [-0.72884793 -0.02795321 -0.12580018 -0.43699048  0.1787634  -0.16736408]
 ...
 [-0.28851868  0.12396695 -0.27267277 -0.56263716 -0.00767535 -0.06125303]
 [-0.52998685 -0.30108095 -0.17442695 -0.58659465  0.11097584  0.0280344 ]
 [-0.30328702 -0.17091489  0.14422738 -0.49960973  2.86875757 -0.16676461]]",0.6401225114854517,0.6401225114854517,"(0.6401225114854517, 0.6401225114854517, None)",[0.63552833 0.64471669],adam,0.2802450229709035,0.6401225114854517
576,HOSbal,0,3,0.682487939982505,0.6248558327475826,0.6569678407350689,0.6385911179173047,0.647714310364319,0.2956088770085931,0.6477794793261868,429,417,236,224,653,653,0.6505460218408736,0.6451127819548872,0.6385911179173047,0.6569678407350689,0.6445131375579598,0.6509863429438543,1.8616071428571426,1.8177966101694913,0.34303215926493114,0.6569678407350689,"[[417 236]
 [224 429]]","(array([0.        , 0.36140888, 1.        ]), array([0.        , 0.65696784, 1.        ]), array([2, 1, 0]))",0.9,,0.5953344310239611,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.64      0.66      0.64      0.65      0.42       653
          1       0.65      0.66      0.64      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",0.2956088770085931,0.6477794793261868,auto,,"(array([0.63859112, 0.65696784]), array([0.65696784, 0.63859112]), array([653, 653]))",0.6477794793261868,0.5,0.001,0.6477794793261868,[0 1 0 ... 1 1 1],[0.65696784 0.63859112],"              precision    recall  f1-score   support

           0       0.65      0.64      0.64       653
           1       0.65      0.66      0.65       653

    accuracy                           0.65      1306
   macro avg       0.65      0.65      0.65      1306
weighted avg       0.65      0.65      0.65      1306
",0.0001,0.6477794793261868,0.6477794793261868,logistic,0.35222052067381315,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.64      0.66      0.64      0.65      0.42       653
          1       0.65      0.66      0.64      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",False,constant,12.16541029605853,"(1,)",0.35222052067381315,1.0,"[[ 1.30797993e+00 -1.44382718e-01 -2.88266889e-02 -3.83080928e-01
   1.86793727e-03  7.98499630e-01]
 [ 1.11066861e+00 -4.49317429e-01 -2.24249862e-01 -3.93243806e-01
  -4.73308048e-01  7.14901708e-01]
 [-1.94621719e-01 -3.14787410e-01 -1.02110379e-01  3.74812914e+00
  -9.05827317e-01 -1.90742437e-01]
 ...
 [ 4.99095501e-01 -1.83953599e-01  1.75463951e-01 -4.20581419e-01
   1.19949625e+00 -6.32491782e-01]
 [ 1.23544471e+00  1.90762851e-01 -1.10851007e-01 -4.75028509e-01
  -6.97421650e-01  8.22813764e-01]
 [ 1.38958769e+00  2.74934546e-01 -1.99821965e-01  5.41035762e-01
   6.29252240e-01  9.33221442e-01]]",0.6477794793261868,0.6477794793261868,"(0.6477794793261868, 0.6477794793261868, None)",[0.63859112 0.65696784],adam,0.2955589586523737,0.6477794793261868
468,HOSbal,0,4,0.6724506283872995,0.6195782095138345,1.0,0.0,0.0,inf,0.5,653,0,653,0,653,653,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,inf,1.0,0.0,1.0,"[[  0 653]
 [  0 653]]","(array([0., 1.]), array([0., 1.]), array([2, 1]))",0.9,,0.5,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00       653
          1       0.50      1.00      0.00      0.67      0.00      0.00       653

avg / total       0.25      0.50      0.50      0.33      0.00      0.00      1306
",0.0,0.5,auto,,"(array([0., 1.]), array([1., 0.]), array([653, 653]))",0.5,0.5,0.001,0.5,[0 1 0 ... 1 1 1],[1. 0.],"              precision    recall  f1-score   support

           0       0.00      0.00      0.00       653
           1       0.50      1.00      0.67       653

    accuracy                           0.50      1306
   macro avg       0.25      0.50      0.33      1306
weighted avg       0.25      0.50      0.33      1306
",0.0001,0.5,0.5,logistic,0.5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00       653
          1       0.50      1.00      0.00      0.67      0.00      0.00       653

avg / total       0.25      0.50      0.50      0.33      0.00      0.00      1306
",False,constant,17.26978799617044,"(1,)",0.5,1.0,"[[ 1.31851831 -0.14905666 -0.03234203 -0.3840257  -0.01501088  0.77027105]
 [ 1.11879471 -0.47449397 -0.22481599 -0.39424121 -0.47980321  0.68787989]
 [-0.20245374 -0.33091869 -0.10451976  3.76857992 -0.90287096 -0.20469102]
 ...
 [-0.69419824 -0.1646688  -0.14938142 -0.44428164  0.30265068  0.3342419 ]
 [-0.71319214 -0.39862143 -0.17259041  2.2599242  -0.40763228  0.00647794]
 [ 0.35866896 -0.35963374  0.28349772  0.05328633 -0.57785103  1.10426738]]",0.5,0.5,"(0.5, 0.5, None)",[0. 1.],adam,0.0,0.5
432,HOSbal,0,5,0.6830695412151245,0.6313714569745881,0.6508422664624809,0.6462480857580398,0.6485411080508331,0.2970934875383691,0.6485451761102603,425,422,231,228,653,653,0.6492307692307693,0.6478658536585366,0.6462480857580398,0.6508422664624809,0.6477359938603223,0.6493506493506493,1.8508771929824563,1.83982683982684,0.3491577335375191,0.6508422664624809,"[[422 231]
 [228 425]]","(array([0.        , 0.35375191, 1.        ]), array([0.        , 0.65084227, 1.        ]), array([2, 1, 0]))",0.9,,0.5962373473275315,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.65      0.65      0.65      0.65      0.42       653
          1       0.65      0.65      0.65      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",0.2970934875383691,0.6485451761102603,auto,,"(array([0.64624809, 0.65084227]), array([0.65084227, 0.64624809]), array([653, 653]))",0.6485451761102603,0.5,0.001,0.6485451761102603,[0 1 0 ... 1 1 1],[0.65084227 0.64624809],"              precision    recall  f1-score   support

           0       0.65      0.65      0.65       653
           1       0.65      0.65      0.65       653

    accuracy                           0.65      1306
   macro avg       0.65      0.65      0.65      1306
weighted avg       0.65      0.65      0.65      1306
",0.0001,0.6485451761102603,0.6485451761102603,logistic,0.35145482388973964,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.65      0.65      0.65      0.65      0.42       653
          1       0.65      0.65      0.65      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",False,constant,12.138961004801208,"(1,)",0.3514548238897397,1.0,"[[ 1.41446617 -0.1558718  -0.03474868 -0.38003373  0.00797248  0.80680718]
 [ 1.20224399 -0.49122543 -0.21807396 -0.3902036  -0.46382381  0.72257742]
 [-0.2016873  -0.3432753  -0.10349566  3.75401924 -0.89326679 -0.18991171]
 ...
 [-0.43884082 -0.49122543 -0.05735259 -0.44091461 -0.43499857  0.07891667]
 [-0.28240736 -0.33273983 -0.30856543 -0.25821183  0.55628865  2.03643734]
 [-0.41277369 -0.31793071 -0.3097366  -0.53719504 -0.20564524 -0.21613929]]",0.6485451761102603,0.6485451761102603,"(0.6485451761102603, 0.6485451761102603, None)",[0.64624809 0.65084227],adam,0.2970903522205207,0.6485451761102603
360,HOSbal,0,6,0.6814326151652521,0.6245467881614281,0.6278713629402757,0.669218989280245,0.6482155805786384,0.29734463503898756,0.6485451761102603,410,437,216,243,653,653,0.6426470588235295,0.6549520766773163,0.669218989280245,0.6278713629402757,0.6556639159789948,0.6411258795934324,1.7983539094650207,1.8981481481481484,0.3721286370597243,0.6278713629402757,"[[437 216]
 [243 410]]","(array([0.        , 0.33078101, 1.        ]), array([0.        , 0.62787136, 1.        ]), array([2, 1, 0]))",0.9,,0.5972899715738127,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.67      0.63      0.66      0.65      0.43       653
          1       0.65      0.63      0.67      0.64      0.65      0.41       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",0.29734463503898756,0.6485451761102603,auto,,"(array([0.66921899, 0.62787136]), array([0.62787136, 0.66921899]), array([653, 653]))",0.6485451761102603,0.5,0.001,0.6485451761102603,[0 1 0 ... 1 1 1],[0.62787136 0.66921899],"              precision    recall  f1-score   support

           0       0.64      0.67      0.66       653
           1       0.65      0.63      0.64       653

    accuracy                           0.65      1306
   macro avg       0.65      0.65      0.65      1306
weighted avg       0.65      0.65      0.65      1306
",0.0001,0.6485451761102603,0.6485451761102603,logistic,0.35145482388973964,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.64      0.67      0.63      0.66      0.65      0.42       653
          1       0.65      0.63      0.67      0.64      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",False,constant,12.138951821063497,"(1,)",0.3514548238897397,1.0,"[[ 1.31190719 -0.15843113 -0.02356207 -0.38203983 -0.02933617  0.81182405]
 [ 1.1113735  -0.47061925 -0.24214022 -0.39224429 -0.48924356  0.72589494]
 [-0.21523403 -0.3328892  -0.10552888  3.76607118 -0.9078649  -0.20500366]
 ...
 [-0.21690085 -0.05221711  0.41138106 -0.36576776  0.13355054  0.2318037 ]
 [ 0.26091081 -0.27962834 -0.13285115 -0.50857798 -0.9318821  -0.86093731]
 [-0.25229628 -0.39953478 -0.2615374   0.84498908  0.01303728  0.39090291]]",0.6485451761102603,0.6485451761102603,"(0.6485451761102603, 0.6485451761102603, None)",[0.66921899 0.62787136],adam,0.2970903522205207,0.6485451761102603
396,HOSbal,0,7,0.6810925660574705,0.6251086138423922,0.6462480857580398,0.6493108728943339,0.6477776691657757,0.2955603449319225,0.6477794793261868,422,424,229,231,653,653,0.6473282442748092,0.6482334869431644,0.6493108728943339,0.6462480857580398,0.6483180428134556,0.647239263803681,1.8354978354978355,1.8427947598253276,0.3537519142419602,0.6462480857580398,"[[424 229]
 [231 422]]","(array([0.        , 0.35068913, 1.        ]), array([0.        , 0.64624809, 1.        ]), array([2, 1, 0]))",0.9,,0.5957956071822594,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.65      0.65      0.65      0.65      0.42       653
          1       0.65      0.65      0.65      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",0.2955603449319225,0.6477794793261868,auto,,"(array([0.64931087, 0.64624809]), array([0.64624809, 0.64931087]), array([653, 653]))",0.6477794793261868,0.5,0.001,0.6477794793261868,[0 1 0 ... 1 1 1],[0.64624809 0.64931087],"              precision    recall  f1-score   support

           0       0.65      0.65      0.65       653
           1       0.65      0.65      0.65       653

    accuracy                           0.65      1306
   macro avg       0.65      0.65      0.65      1306
weighted avg       0.65      0.65      0.65      1306
",0.0001,0.6477794793261868,0.6477794793261868,logistic,0.35222052067381315,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.65      0.65      0.65      0.65      0.42       653
          1       0.65      0.65      0.65      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",False,constant,12.165406010314264,"(1,)",0.35222052067381315,1.0,"[[ 1.25266912e+00 -1.47976520e-01 -1.96535074e-02 -3.80045080e-01
  -2.74461337e-03  7.74119467e-01]
 [ 1.06047068e+00 -4.51275909e-01 -2.43712142e-01 -3.90359643e-01
  -4.70830968e-01  6.91675472e-01]
 [-2.10995891e-01 -3.17467355e-01 -1.03675495e-01  3.81282480e+00
  -8.96897044e-01 -2.01467804e-01]
 ...
 [ 2.62146198e+00 -2.49492880e-01 -2.66161682e-01 -2.60190170e-01
   1.62249081e+00 -3.00486310e-01]
 [-2.74666646e-01 -2.82045784e-01  1.22379357e-02 -3.89493695e-01
  -7.09563943e-01 -5.08376779e-01]
 [-2.60854975e-01 -2.92982351e-01 -1.80224522e-01 -2.82343912e-01
  -8.41173070e-01 -1.02590775e+00]]",0.6477794793261868,0.6477794793261868,"(0.6477794793261868, 0.6477794793261868, None)",[0.64931087 0.64624809],adam,0.2955589586523737,0.6477794793261868
684,HOSbal,0,8,0.6830320185549554,0.6260490636224603,0.6539050535987749,0.6401225114854517,0.6469770824246225,0.29405549557628985,0.6470137825421133,427,418,235,226,653,653,0.6490683229813664,0.6450151057401813,0.6401225114854517,0.6539050535987749,0.6445643793369313,0.649429657794677,1.849557522123894,1.8170212765957447,0.34609494640122507,0.6539050535987749,"[[418 235]
 [226 427]]","(array([0.        , 0.35987749, 1.        ]), array([0.        , 0.65390505, 1.        ]), array([2, 1, 0]))",0.9,,0.5948261104916652,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.64      0.65      0.64      0.65      0.42       653
          1       0.65      0.65      0.64      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",0.29405549557628985,0.6470137825421133,auto,,"(array([0.64012251, 0.65390505]), array([0.65390505, 0.64012251]), array([653, 653]))",0.6470137825421133,0.5,0.001,0.6470137825421133,[0 1 0 ... 1 1 1],[0.65390505 0.64012251],"              precision    recall  f1-score   support

           0       0.65      0.64      0.64       653
           1       0.65      0.65      0.65       653

    accuracy                           0.65      1306
   macro avg       0.65      0.65      0.65      1306
weighted avg       0.65      0.65      0.65      1306
",0.0001,0.6470137825421133,0.6470137825421133,logistic,0.35298621745788666,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.64      0.65      0.64      0.65      0.42       653
          1       0.65      0.65      0.64      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",False,constant,12.191855913820765,"(1,)",0.3529862174578867,1.0,"[[ 1.35138669 -0.15193042 -0.02021615 -0.38033359  0.01066264  0.8284747 ]
 [ 1.1476872  -0.45631584 -0.23085013 -0.39047443 -0.4577695   0.74229284]
 [-0.19986327 -0.32202815 -0.0992039   3.74192011 -0.88415032 -0.19134403]
 ...
 [-0.47069143  1.35338085  0.64724755  0.26679112  0.79035729  0.41571788]
 [-0.60939078 -0.33584519 -0.17103839 -0.46377566 -0.21415016 -0.29886024]
 [-0.58752645 -0.20017813 -0.16794185 -0.5478508  -0.82405595  0.27354573]]",0.6470137825421133,0.6470137825421134,"(0.6470137825421133, 0.6470137825421133, None)",[0.64012251 0.65390505],adam,0.29402756508422667,0.6470137825421133
648,HOSbal,0,9,0.6837238426018212,0.6308817489131191,0.664624808575804,0.6294027565084227,0.646774061447654,0.2942101192207738,0.6470137825421133,434,411,242,219,653,653,0.6523809523809524,0.6420118343195266,0.6294027565084227,0.664624808575804,0.6406858924395947,0.653122648607976,1.8767123287671232,1.7933884297520664,0.33537519142419603,0.664624808575804,"[[411 242]
 [219 434]]","(array([0.        , 0.37059724, 1.        ]), array([0.        , 0.66462481, 1.        ]), array([2, 1, 0]))",0.9,,0.5943845882001142,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.63      0.66      0.64      0.65      0.41       653
          1       0.64      0.66      0.63      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",0.2942101192207738,0.6470137825421133,auto,,"(array([0.62940276, 0.66462481]), array([0.66462481, 0.62940276]), array([653, 653]))",0.6470137825421133,0.5,0.001,0.6470137825421133,[0 1 1 ... 1 1 1],[0.66462481 0.62940276],"              precision    recall  f1-score   support

           0       0.65      0.63      0.64       653
           1       0.64      0.66      0.65       653

    accuracy                           0.65      1306
   macro avg       0.65      0.65      0.65      1306
weighted avg       0.65      0.65      0.65      1306
",0.0001,0.6470137825421133,0.6470137825421133,logistic,0.35298621745788666,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.63      0.66      0.64      0.65      0.42       653
          1       0.64      0.66      0.63      0.65      0.65      0.42       653

avg / total       0.65      0.65      0.65      0.65      0.65      0.42      1306
",False,constant,12.191860199565031,"(1,)",0.3529862174578867,1.0,"[[ 1.35368128 -0.14946114 -0.03166623 -0.38195086  0.00590797  0.78950021]
 [ 1.14994649 -0.47789396 -0.22957728 -0.3920457  -0.46620509  0.70705916]
 [-0.75027225 -0.01905399 -0.13062176 -0.43494879  0.20500367 -0.15170174]
 ...
 [-0.21092992 -0.23639924 -0.02352247 -0.41728281 -0.7802422  -0.53459216]
 [ 3.84171607  0.03610491 -0.29666573 -0.38898301 -0.47326825  0.82173115]
 [-0.34634904 -0.26537861 -0.08527054 -0.14808561  1.40265238  0.93542935]]",0.6470137825421133,0.6470137825421133,"(0.6470137825421133, 0.6470137825421133, None)",[0.62940276 0.66462481],adam,0.29402756508422667,0.6470137825421133
505,HOSbal,1,0,0.6813974376713436,0.6292368570632835,0.6462480857580398,0.6431852986217458,0.6447148734301206,0.2894347419281521,0.6447166921898928,422,420,233,231,653,653,0.6451612903225806,0.6442748091603053,0.6431852986217458,0.6462480857580398,0.6441717791411044,0.6452599388379204,1.8181818181818181,1.8111587982832618,0.3537519142419602,0.6462480857580398,"[[420 233]
 [231 422]]","(array([0.       , 0.3568147, 1.       ]), array([0.        , 0.64624809, 1.        ]), array([2, 1, 0]))",0.9,,0.5932373192429539,1000,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.64      0.65      0.64      0.64      0.42       653
          1       0.64      0.65      0.64      0.65      0.64      0.42       653

avg / total       0.64      0.64      0.64      0.64      0.64      0.42      1306
",0.2894347419281521,0.6447166921898928,auto,,"(array([0.6431853 , 0.64624809]), array([0.64624809, 0.6431853 ]), array([653, 653]))",0.6447166921898928,0.5,0.001,0.6447166921898928,[1 0 1 ... 1 1 1],[0.64624809 0.6431853 ],"              precision    recall  f1-score   support

           0       0.65      0.64      0.64       653
           1       0.64      0.65      0.65       653

    accuracy                           0.64      1306
   macro avg       0.64      0.64      0.64      1306
weighted avg       0.64      0.64      0.64      1306
",0.0001,0.6447166921898928,0.6447166921898928,logistic,0.3552833078101072,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.65      0.64      0.65      0.64      0.64      0.42       653
          1       0.64      0.65      0.64      0.65      0.64      0.42       653

avg / total       0.64      0.64      0.64      0.64      0.64      0.42      1306
",False,constant,12.271193379356657,"(10,)",0.3552833078101072,1.0,"[[ 1.16688757 -0.46947411 -0.22634637 -0.38930486 -0.46096336  0.70574579]
 [-0.19403426 -0.32729272 -0.09693921  3.74897066 -0.89461623 -0.19830633]
 [-0.75185397 -0.01923304 -0.12282064 -0.43246479  0.21637059 -0.1635351 ]
 ...
 [ 0.01255221 -0.355729   -0.22865133  3.16485702 -0.06837748  0.91634328]
 [-0.81058541 -0.34052006 -0.28493283 -0.43519968 -0.89752326 -0.27142312]
 [ 1.18957864 -0.05059648 -0.19551674  0.870177    0.60040097  0.02832211]]",0.6447166921898928,0.6447166921898928,"(0.6447166921898928, 0.6447166921898928, None)",[0.6431853  0.64624809],adam,0.2894333843797856,0.6447166921898928
